2094261	10084.0
207650	9360.0
103933	7741.0
132113	6305.0
470	4345.0
2705177	3359.0
1686310	3057.0
1505727	1565.0
1218508	1511.0
2511054	1506.0
7460	1492.0
166423	1395.0
516756	1119.0
1196095	1025.0
30195	1012.0
40302	895.0
1684	875.0
109461	852.0
2745119	719.0
2050976	564.0
7461	542.0
1303590	510.0
1196083	431.0
2745120	406.0
1505866	363.0
597456	320.0
86971	319.0
192012	303.0
1218492	301.0
561572	297.0
182803	297.0
1631	242.0
178035	191.0
638617	171.0
2745121	168.0
303541	150.0
686666	149.0
151549	135.0
7462	124.0
1267021	116.0
456900	112.0
7463	103.0
441921	99.0
91411	97.0
562	90.0
1100043	87.0
300112	85.0
2511055	84.0
105785	84.0
104421	82.0
610380	74.0
2069352	71.0
2170413	65.0
2202564	63.0
156304	63.0
471704	58.0
45607	57.0
143995	57.0
506608	56.0
4232	56.0
67767	55.0
1691	55.0
520822	51.0
1970738	51.0
197152	48.0
38018	46.0
35608	45.0
2015173	45.0
34720	44.0
7245	43.0
2069350	43.0
411798	42.0
1687	39.0
7070	38.0
1545701	38.0
1437190	38.0
2448451	37.0
34305	36.0
1218507	36.0
1394176	35.0
28612	34.0
3821	33.0
7102	32.0
407821	31.0
115081	31.0
66420	29.0
1545702	29.0
216816	28.0
1681	28.0
948	26.0
5949	26.0
2511035	26.0
1505723	25.0
34504	24.0
1394175	24.0
1218506	23.0
64791	22.0
7425	21.0
307491	21.0
2705033	21.0
2478912	21.0
148814	21.0
1218493	21.0
36087	20.0
57577	19.0
471511	18.0
28901	18.0
218467	18.0
2025114	18.0
7227	17.0
473952	17.0
2570926	17.0
1970465	17.0
1218494	17.0
709323	16.0
4039	16.0
573	15.0
1496	15.0
743375	14.0
609295	14.0
518643	14.0
3656	14.0
2747534	14.0
189913	14.0
1680	14.0
159749	14.0
1159321	14.0
638619	13.0
2705034	13.0
9606	12.0
307492	12.0
2493120	12.0
1584	12.0
78343	11.0
727	11.0
47770	11.0
4081	11.0
2419772	11.0
13686	11.0
355587	10.0
2676449	10.0
2069292	10.0
2025113	10.0
670	9.0
36911	9.0
283737	9.0
2069346	9.0
6973	8.0
69319	8.0
64793	8.0
486	8.0
463051	8.0
4236	8.0
3848	8.0
369639	8.0
2702	8.0
2069348	8.0
1462575	8.0
1311	8.0
1176	8.0
7375	7.0
6279	7.0
47715	7.0
36987	7.0
35883	7.0
300111	7.0
2493119	7.0
144034	7.0
874455	6.0
74426	6.0
729	6.0
7264	6.0
7160	6.0
6669	6.0
434464	6.0
4265	6.0
42157	6.0
2756	6.0
2676439	6.0
219809	6.0
218140	6.0
1658766	6.0
136037	6.0
1049336	6.0
103372	6.0
83485	5.0
77635	5.0
7234	5.0
59916	5.0
485	5.0
455371	5.0
40324	5.0
3900	5.0
3871	5.0
3827	5.0
28141	5.0
2713247	5.0
2012495	5.0
1694	5.0
1661398	5.0
161934	5.0
1505726	5.0
1247	5.0
121845	5.0
1041015	5.0
9531	4.0
796356	4.0
75736	4.0
7493	4.0
72781	4.0
7240	4.0
7237	4.0
7229	4.0
669202	4.0
64391	4.0
628	4.0
61853	4.0
549	4.0
539813	4.0
51930	4.0
472368	4.0
454923	4.0
3870	4.0
3864	4.0
37344	4.0
35885	4.0
35628	4.0
35231	4.0
33968	4.0
29461	4.0
287	4.0
28026	4.0
2666134	4.0
2486015	4.0
2233777	4.0
2172043	4.0
211228	4.0
2069353	4.0
206403	4.0
2026094	4.0
1871066	4.0
1765219	4.0
1598	4.0
158836	4.0
1587	4.0
157463	4.0
1572760	4.0
147802	4.0
1428	4.0
13123	4.0
12957	4.0
1280	4.0
1251	4.0
1219382	4.0
1218495	4.0
906689	3.0
796027	3.0
77166	3.0
762209	3.0
72556	3.0
6337	3.0
593090	3.0
55518	3.0
543379	3.0
44093	3.0
3981	3.0
3818	3.0
3702	3.0
35525	3.0
33964	3.0
307658	3.0
29760	3.0
29053	3.0
283909	3.0
28025	3.0
2650774	3.0
2306975	3.0
220714	3.0
2045440	3.0
1603886	3.0
1352	3.0
9823	2.0
9598	2.0
936132	2.0
913	2.0
877500	2.0
837	2.0
82981	2.0
82571	2.0
820	2.0
81572	2.0
78828	2.0
76775	2.0
762211	2.0
76193	2.0
747	2.0
7385	2.0
7253	2.0
7217	2.0
69820	2.0
688394	2.0
664683	2.0
6526	2.0
64838	2.0
642227	2.0
623744	2.0
61647	2.0
615	2.0
575	2.0
554131	2.0
553	2.0
50389	2.0
487174	2.0
486640	2.0
481723	2.0
4781	2.0
47621	2.0
45788	2.0
45497	2.0
45357	2.0
42258	2.0
42155	2.0
420645	2.0
4155	2.0
414922	2.0
4098	2.0
40157	2.0
392566	2.0
390841	2.0
3880	2.0
3847	2.0
37682	2.0
3755	2.0
3726	2.0
3634	2.0
36330	2.0
358	2.0
35760	2.0
356829	2.0
34638	2.0
33871	2.0
338565	2.0
33114	2.0
318479	2.0
305	2.0
29159	2.0
27978	2.0
272548	2.0
2687317	2.0
2687310	2.0
2676448	2.0
2676443	2.0
2676440	2.0
2661628	2.0
2597355	2.0
230143	2.0
2250255	2.0
224129	2.0
219576	2.0
217634	2.0
2081964	2.0
2070537	2.0
2069354	2.0
2066515	2.0
2060066	2.0
2044729	2.0
2042042	2.0
2040295	2.0
2038154	2.0
2020965	2.0
2020964	2.0
2013840	2.0
2008380	2.0
1993540	2.0
195883	2.0
1869227	2.0
185949	2.0
1852882	2.0
1852386	2.0
1847728	2.0
1819745	2.0
1798183	2.0
1775910	2.0
1773	2.0
1769423	2.0
175835	2.0
1750	2.0
1747	2.0
174628	2.0
1686	2.0
1685480	2.0
1685	2.0
1653207	2.0
1632865	2.0
1630173	2.0
161879	2.0
1599	2.0
1590	2.0
158787	2.0
157652	2.0
1566286	2.0
1528099	2.0
148604	2.0
1485682	2.0
142686	2.0
137591	2.0
1353	2.0
1348612	2.0
1313	2.0
126911	2.0
1254	2.0
1231522	2.0
1219383	2.0
121225	2.0
120577	2.0
1183412	2.0
109790	2.0
108931	2.0
105231	2.0
104452	2.0
981085	1.0
9541	1.0
88132	1.0
8665	1.0
80379	1.0
78342	1.0
782	1.0
77133	1.0
76777	1.0
7668	1.0
762212	1.0
7515	1.0
7370	1.0
7266	1.0
7238	1.0
723287	1.0
72004	1.0
7038	1.0
65598	1.0
6412	1.0
63459	1.0
59840	1.0
59560	1.0
568069	1.0
552	1.0
5476	1.0
53346	1.0
495	1.0
4903	1.0
480391	1.0
460826	1.0
45609	1.0
44576	1.0
4442	1.0
40576	1.0
3917	1.0
384602	1.0
38457	1.0
370605	1.0
36779	1.0
3649	1.0
3641	1.0
35703	1.0
356882	1.0
350	1.0
347	1.0
33028	1.0
309805	1.0
304207	1.0
28264	1.0
280772	1.0
2751	1.0
27344	1.0
2713246	1.0
2665162	1.0
2656761	1.0
262806	1.0
261299	1.0
2606893	1.0
2528593	1.0
2490545	1.0
241478	1.0
2306973	1.0
228604	1.0
222816	1.0
2203724	1.0
2173174	1.0
2086576	1.0
208223	1.0
2079010	1.0
2069347	1.0
2045441	1.0
2026799	1.0
1981069	1.0
197	1.0
195	1.0
1923959	1.0
192	1.0
1886	1.0
1881036	1.0
1812935	1.0
1778770	1.0
176275	1.0
1697972	1.0
1692	1.0
1689	1.0
1655	1.0
1580	1.0
1505	1.0
139390	1.0
1341166	1.0
1296538	1.0
1246	1.0
1203069	1.0
1088818	1.0
108875	1.0
1078050	1.0
10116	1.0
