# Number of reads:   216,577
# Number of matches: 3,423,452
# Alignment mode:  Classifier
# Classifications: Taxonomy SEED EGGNOG GTDB EC INTERPRO2GO
# Summary:
## @Creator	RMA2Info
## @CreationDate	Wed Feb 03 19:48:50 GMT 2021
## @ContentType	Summary4
## @Names	PGnos_high_hv13-1
## @BlastMode	Classifier
## @Uids	1612366498265
## @Sizes	216577.0
## @TotalReads	216577
## @AdditionalReads	0
## Classifications:
##  Taxonomy (898 classes) SEED (388 classes) EGGNOG (1851 classes) GTDB (533 classes) EC (1322 classes) INTERPRO2GO (3775 classes)
## @Algorithm	Taxonomy	merge
## @Parameters	
## 
# Class to count for 'Taxonomy':
S	2060066	2.0
G	413496	4.0
S	77635	5.0
S	241478	1.0
-	655183	2.0
G	3913	1.0
S	3917	1.0
S	34638	2.0
G	1883	6.0
F	77658	2.0
S	1886	1.0
-	71526	2.0
S	178035	191.0
-	272242	6.0
S	1765219	4.0
S	10116	1.0
-	34695	111.0
S	3981	3.0
P	6029	51.0
-	2615210	2.0
S	1572760	4.0
-	6032	21.0
-	163735	46.0
S	1658766	6.0
-	163742	2.0
G	34717	26.0
S	34720	44.0
F	75682	2.0
S	370605	1.0
S	36779	1.0
-	147369	2.0
S	1218494	17.0
S	1218495	4.0
S	1218492	301.0
-	34735	15690.0
S	1218493	21.0
-	2172821	2.0
-	6072	78.0
F	81850	504.0
F	81852	16.0
S	126911	2.0
S	743375	14.0
S	28612	34.0
S	1630173	2.0
S	4039	16.0
G	1654741	4.0
S	1769423	2.0
S	157652	2.0
S	1218506	23.0
S	1218507	36.0
S	75736	4.0
-	227290	26.0
S	874455	6.0
S	2015173	45.0
S	1218508	1511.0
-	227292	2.0
-	911341	39.0
C	155619	4.0
-	354276	2.0
G	28641	6608.0
S	63459	1.0
S	104421	82.0
O	4069	2.0
G	4071	2.0
-	104431	13.0
S	4081	11.0
S	1685480	2.0
G	655352	2.0
G	4085	4.0
S	151549	135.0
-	10239	54.0
