1218508	6351.0
1686310	2803.0
7460	2329.0
1684	1620.0
1196095	1545.0
1218492	954.0
132113	750.0
207650	666.0
2050976	666.0
470	602.0
1267021	505.0
1631	484.0
109461	480.0
40302	386.0
1218507	381.0
1100043	377.0
166423	349.0
2170413	298.0
1970738	284.0
103933	261.0
182803	256.0
1196083	254.0
516756	243.0
303541	220.0
1545702	186.0
7461	174.0
151549	171.0
38018	160.0
192012	160.0
86971	139.0
7463	124.0
7462	115.0
1394175	110.0
1545701	94.0
2202564	93.0
1394176	82.0
1218506	76.0
597456	69.0
2069350	67.0
1218493	62.0
30195	51.0
1218494	48.0
441921	47.0
1691	47.0
1505727	45.0
1687	43.0
561572	42.0
28612	42.0
2069346	42.0
1303590	41.0
407821	40.0
178035	38.0
57577	35.0
1970465	35.0
7245	33.0
2025113	33.0
2478912	31.0
562	30.0
2025114	30.0
35608	29.0
709323	27.0
300112	26.0
7070	25.0
34305	25.0
34720	23.0
2713247	23.0
148814	23.0
2069347	22.0
104421	22.0
66420	21.0
686666	20.0
1658766	20.0
471704	19.0
456900	19.0
2705033	19.0
2015173	19.0
105785	19.0
74649	18.0
2705034	17.0
1586267	17.0
115081	17.0
506608	16.0
2676440	16.0
2069348	16.0
9606	15.0
7227	15.0
156304	15.0
143995	15.0
473952	14.0
206403	14.0
147802	14.0
1313	14.0
2448451	12.0
948	11.0
610380	11.0
3880	11.0
3870	11.0
3821	11.0
2756	11.0
5949	10.0
47715	10.0
4081	10.0
373638	10.0
1505723	10.0
1496	10.0
1219383	10.0
638619	9.0
216816	9.0
2094261	9.0
1528099	9.0
1505866	9.0
1296538	9.0
727	8.0
59916	8.0
3900	8.0
307492	8.0
2676449	8.0
2676439	8.0
1747	8.0
1293831	8.0
91411	7.0
7229	7.0
6339	7.0
573	7.0
520822	7.0
36087	7.0
283737	7.0
2676445	7.0
1351	7.0
1218495	7.0
471511	6.0
4232	6.0
4170	6.0
307491	6.0
2676448	6.0
267555	6.0
2509004	6.0
220714	6.0
2070537	6.0
2069353	6.0
2027860	6.0
158787	6.0
1311	6.0
1246	6.0
1219382	6.0
874455	5.0
77133	5.0
7232	5.0
6973	5.0
2705037	5.0
2511054	5.0
2066515	5.0
1970471	5.0
189913	5.0
1679467	5.0
1587	5.0
1314	5.0
103372	5.0
866801	4.0
866564	4.0
7425	4.0
7234	4.0
7038	4.0
679249	4.0
67767	4.0
670	4.0
649756	4.0
645	4.0
6334	4.0
569	4.0
543379	4.0
51201	4.0
479936	4.0
47770	4.0
47621	4.0
46969	4.0
42155	4.0
3848	4.0
3634	4.0
34504	4.0
33905	4.0
29760	4.0
2715675	4.0
2047875	4.0
2008380	4.0
1891241	4.0
1871086	4.0
1871066	4.0
1868660	4.0
1679466	4.0
1598	4.0
1505726	4.0
1403935	4.0
137838	4.0
136037	4.0
1307	4.0
872327	3.0
76193	3.0
756892	3.0
747	3.0
743375	3.0
64791	3.0
6293	3.0
487	3.0
3917	3.0
3818	3.0
3816	3.0
37344	3.0
35883	3.0
355587	3.0
35525	3.0
34674	3.0
305	3.0
29058	3.0
2713246	3.0
2653176	3.0
2570926	3.0
2419772	3.0
2026795	3.0
1825976	3.0
164546	3.0
1601	3.0
1600	3.0
157463	3.0
1280	3.0
1252	3.0
1194345	3.0
109790	3.0
1049336	3.0
9598	2.0
9545	2.0
94625	2.0
9244	2.0
85336	2.0
76775	2.0
7385	2.0
7266	2.0
7264	2.0
7237	2.0
7226	2.0
7213	2.0
712411	2.0
7054	2.0
666	2.0
6565	2.0
638617	2.0
6279	2.0
615	2.0
613905	2.0
58919	2.0
588596	2.0
584	2.0
571	2.0
552	2.0
51022	2.0
483908	2.0
45351	2.0
44252	2.0
43335	2.0
4236	2.0
42157	2.0
418856	2.0
411798	2.0
4072	2.0
40576	2.0
40324	2.0
394935	2.0
39491	2.0
38286	2.0
376620	2.0
3755	2.0
363952	2.0
358	2.0
3562	2.0
3476	2.0
340095	2.0
33959	2.0
33114	2.0
33007	2.0
300111	2.0
299642	2.0
287	2.0
28118	2.0
27349	2.0
2666134	2.0
2662234	2.0
265960	2.0
2656761	2.0
264956	2.0
260936	2.0
2576071	2.0
252130	2.0
2496267	2.0
2493120	2.0
2493119	2.0
235205	2.0
225359	2.0
222816	2.0
2213226	2.0
219809	2.0
215250	2.0
210225	2.0
2069351	2.0
2057	2.0
2026094	2.0
2015558	2.0
1981069	2.0
197152	2.0
195883	2.0
1884368	2.0
1830	2.0
1825523	2.0
1808352	2.0
1798183	2.0
1732567	2.0
1694	2.0
1685	2.0
1630162	2.0
1624	2.0
1584	2.0
1552750	2.0
152925	2.0
151894	2.0
1485682	2.0
1462733	2.0
1428	2.0
1395944	2.0
1376	2.0
1358	2.0
1352	2.0
133926	2.0
1305	2.0
130453	2.0
1262706	2.0
1244	2.0
1231522	2.0
1230389	2.0
1208583	2.0
1190620	2.0
1125979	2.0
1101373	2.0
102285	2.0
1000413	2.0
983706	1.0
981085	1.0
9597	1.0
9568	1.0
9544	1.0
90675	1.0
88728	1.0
87883	1.0
851	1.0
7515	1.0
7375	1.0
7238	1.0
7216	1.0
7160	1.0
710836	1.0
7102	1.0
6956	1.0
69319	1.0
64838	1.0
64793	1.0
64391	1.0
6337	1.0
6210	1.0
6182	1.0
59479	1.0
58331	1.0
579748	1.0
57706	1.0
561088	1.0
549	1.0
548	1.0
51642	1.0
51543	1.0
481719	1.0
463051	1.0
455371	1.0
420645	1.0
3871	1.0
3827	1.0
381742	1.0
3775	1.0
3760	1.0
375175	1.0
3712	1.0
3711	1.0
3702	1.0
3673	1.0
33968	1.0
334116	1.0
316	1.0
